GeneID,n_reads,tso_reads,noise_reads,perfect_molecule_barcodes,reads_mapped_exonic,reads_mapped_exonic_as,reads_mapped_intronic,reads_mapped_intronic_as,reads_mapped_uniquely,reads_mapped_multiple,duplicate_reads,spliced_reads,antisense_reads,molecule_barcode_fraction_bases_above_30_mean,molecule_barcode_fraction_bases_above_30_variance,genomic_reads_fraction_bases_quality_above_30_mean,genomic_reads_fraction_bases_quality_above_30_variance,genomic_read_quality_mean,genomic_read_quality_variance,n_molecules,n_fragments,reads_per_molecule,reads_per_fragment,fragments_per_molecule,fragments_with_single_read_evidence,molecules_with_single_read_evidence,reads_mapped_mitochondrial,number_cells_detected_multiple,number_cells_expressing
LOC706599,23,1,0,3,11,0,0,0,11,12,0,0,0,0.9855072602,0.004830908496,0.9884058652,0.0008920059772,39.78937149,0.2352207601,16,17,1.4375,1.352941155,1.0625,11,10,0,6,16
LOC706606,20,6,0,8,14,0,0,0,14,6,0,0,0,0.9708333492,0.008972962387,0.9911111474,0.001034431392,39.84944153,0.3042609394,12,17,1.666666627,1.176470637,1.416666627,15,8,0,4,12
LOC706608,29,1,0,29,16,0,0,0,16,13,0,0,0,0.9712643788,0.007081288844,0.9923371693,0.0002831012534,39.86589813,0.09878318757,10,23,2.900000095,1.260869622,2.299999952,17,4,0,6,10
LOC706619,23778,4966,0,21911,6444,0,17168,0,23612,166,0,456,0,0.9808436584,0.004349292256,0.9797791943,0.004514175002,39.60676193,2.0682652,2543,14746,9.350373268,1.612505078,5.798663139,10040,460,0,1208,1398
LOC706634,86,0,0,68,84,0,0,0,84,2,0,0,0,0.9874031156,0.001718535437,0.9937984638,0.0005507768365,39.88733673,0.1684981138,28,63,3.071428537,1.365079403,2.25,42,7,0,21,28
LOC706647,6940,803,0,6250,4952,0,1965,0,6917,23,0,270,0,0.9811239424,0.00423924299,0.9847422696,0.003359031864,39.70451355,1.541844249,654,4722,10.6116209,1.469716191,7.220183372,3252,107,0,476,552
LOC706686,122,9,0,109,0,0,29,0,29,93,0,0,0,0.9713114671,0.009500755928,0.9742258899,0.01096269954,39.49334717,4.98554945,36,91,3.388888836,1.34065938,2.527777672,66,19,0,18,35
LOC706691,12,7,0,4,12,0,0,0,12,0,0,0,0,0.9583334128,0.0094696749,0.9546296696,0.01520667505,39.0240593,7.759791851,5,9,2.400000095,1.333333373,1.799999952,8,3,0,2,5
LOC706710,12,4,0,7,7,0,0,0,7,5,0,0,0,0.993055582,0.0005786992842,0.9842592478,0.000683693972,39.63889313,0.2991787195,9,9,1.333333373,1.333333373,1,7,7,0,2,9
LOC706711,1,0,0,1,1,0,0,0,1,0,0,0,0,1,nan,0.988888979,nan,39.82220078,nan,1,1,1,1,1,1,1,0,0,1
LOC706712,633,46,0,554,626,0,0,0,626,7,0,0,0,0.9734070752,0.008433749899,0.9796735466,0.006749798078,39.60126114,3.127527475,89,463,7.112359524,1.367170572,5.202247143,342,35,0,51,85
LOC706715,32,7,0,23,0,0,9,0,9,23,0,0,0,0.9947916865,0.0004200236872,0.9934028424,0.0001422462665,39.88402557,0.04729516432,24,25,1.333333373,1.279999971,1.041666627,20,18,0,6,23
LOC706718,20,2,0,1,6,0,0,0,6,14,0,0,0,0.975,0.008845040575,0.9477777906,0.04136582091,38.86444473,20.06567764,7,12,2.857142925,1.666666627,1.714285731,8,4,0,3,7
LOC706722,5,0,0,1,1,0,0,0,1,4,0,0,0,0.95,0.005555568729,0.9955556035,9.876330296e-05,39.92887878,0.02529005148,5,5,1,1,1,5,5,0,0,5
LOC706734,2,2,0,0,1,0,0,0,1,1,0,0,0,0.8333334923,0.05555544794,0.7833335102,0.07561733574,35.78334808,27.29789925,2,2,1,1,1,2,2,0,0,2
LOC706754,3,0,0,3,2,0,0,0,2,1,0,0,0,1,0,1,0,40,0,2,3,1.5,1,1.5,3,1,0,1,2
LOC706774,111,2,0,61,91,0,0,0,91,20,0,0,0,0.9804805206,0.002898346866,0.9889890229,0.0008383729146,39.80139923,0.2677337229,58,92,1.913793087,1.206521749,1.586206913,74,37,0,22,57
LOC706776,1539,159,0,1343,1052,0,427,0,1479,60,0,55,0,0.9846762173,0.003047609003,0.9794961179,0.003681806149,39.60591507,1.673562527,219,1019,7.027397156,1.510304213,4.65296793,683,41,0,169,204
LOC706793,1,1,0,1,1,0,0,0,1,0,0,0,0,1,nan,0.988888979,nan,39.82220078,nan,1,1,1,1,1,1,1,0,0,1
LOC706794,15,8,0,10,1,0,7,0,8,7,0,1,0,0.9666666667,0.01170636434,0.9881482005,0.001383882831,39.77703476,0.5224739313,7,9,2.142857075,1.666666627,1.285714269,5,3,0,4,7
LOC706800,4,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0.9833332449,0.0006996003212,39.63055038,0.2488566041,4,4,1,1,1,4,4,0,0,4
LOC706802,254,176,0,172,28,0,85,0,113,141,0,7,0,0.9737533097,0.00710372813,0.9806649534,0.007752334233,39.60655594,3.818734646,51,117,4.980391979,2.170940161,2.294117689,70,12,0,38,50
LOC706808,1,0,0,0,1,0,0,0,1,0,0,0,0,1,nan,0.9777780175,nan,39.47779846,nan,1,1,1,1,1,1,1,0,0,1
LOC706815,481,58,0,435,47,0,404,0,451,30,0,11,0,0.9797297495,0.003711523954,0.9790252312,0.005798852071,39.57985306,2.975418806,94,337,5.117021084,1.427299738,3.585106373,244,36,0,56,91
LOC706862,62,25,0,52,2,0,0,0,2,60,0,0,0,0.9744623861,0.00537082972,0.957706076,0.01459154952,39.0917511,7.811202049,19,34,3.263157845,1.823529363,1.789473653,30,12,0,7,19
LOC706880,5,0,0,5,0,0,5,0,5,0,0,0,0,1,0,0.9977777958,2.469095853e-05,39.96443939,0.006322512869,1,3,5,1.666666627,3,1,0,0,1,1
LOC706882,25,10,0,18,11,0,5,0,16,9,0,0,0,0.9833333588,0.001736109843,0.9813333535,0.001427157666,39.5644455,1.058258414,19,19,1.315789461,1.315789461,1,14,14,0,5,19
LOC706886,54,9,0,54,45,0,9,0,54,0,0,3,0,0.9891975544,0.00158445572,0.9907407739,0.0007116239285,39.82880402,0.2651442885,7,35,7.714285851,1.54285717,5,24,0,0,7,7
LOC706905,5,0,0,2,3,0,0,0,3,2,0,0,0,1,0,0.9822221994,0.0005308723194,39.68220139,0.1918425709,2,5,2.5,1,2.5,5,0,0,2,2
LOC706952,73,6,0,60,17,0,0,0,17,56,0,6,0,0.9646118896,0.01387303695,0.9560121746,0.02122922428,39.04748535,10.87511063,27,51,2.703703642,1.431372523,1.888888836,35,11,0,16,27
LOC706958,250,19,0,154,243,0,0,0,243,7,0,0,0,0.9740000076,0.006182063371,0.97844448,0.008722344413,39.57217407,4.06776762,31,164,8.064516068,1.524390221,5.290322781,103,11,0,21,30
LOC706960,37,5,0,34,29,0,0,0,29,8,0,0,0,0.9932432432,0.0009175857413,0.9945946191,0.0001345791243,39.91350937,0.03445382789,10,27,3.700000048,1.370370388,2.700000048,19,4,0,6,10
LOC706967,84,0,0,75,0,0,82,0,82,2,0,0,0,0.993055582,0.000536865613,0.9914021393,0.001366507611,39.80912399,0.7604190111,18,60,4.666666508,1.399999976,3.333333254,44,7,0,11,18
LOC706971,13,2,0,13,11,0,2,0,13,0,0,0,0,1,0,0.9923076905,0.0002548303455,39.8512764,0.1163253933,2,9,6.5,1.444444418,4.5,5,0,0,2,2
LOC706976,4,2,0,3,2,0,0,0,2,2,0,0,0,0.9791667461,0.001736097853,0.9888889939,0.0002469086903,39.73889923,0.1119729802,4,4,1,1,1,4,4,0,0,4
LOC706992,4007,427,0,3481,274,0,3355,0,3629,378,0,65,0,0.9817819043,0.003776435973,0.9851621052,0.004493358545,39.70409393,2.170778036,503,2667,7.966202736,1.502437234,5.302186966,1833,145,0,263,362
LOC707011,6,0,0,2,2,0,0,0,2,4,0,0,0,1,0,0.9018519918,0.0457489267,37.90185165,20.78216934,4,4,1.5,1.5,1,2,2,0,2,4
LOC707041,3,1,0,1,1,0,0,0,1,2,0,0,0,1,0,0.9925926526,4.115159754e-05,39.88146591,0.01053752191,2,2,1.5,1.5,1,1,1,0,1,2
LOC707072,2,0,0,2,2,0,0,0,2,0,0,0,0,1,0,1,0,40,0,1,2,2,1,2,2,0,0,1,1
LOC707079,109,102,0,94,17,0,0,0,17,92,0,0,0,0.9862385496,0.002638083184,0.9868501723,0.007243181113,39.70947647,4.233505726,49,55,2.224489689,1.981818199,1.122448921,38,32,0,17,47
LOC707085,34,17,0,33,1,0,31,0,32,2,0,0,0,0.9656862923,0.0147801647,0.9660130818,0.0146572683,39.24803925,7.353194237,7,22,4.857142925,1.545454502,3.142857075,18,5,0,1,6
LOC707090,18,0,0,18,18,0,0,0,18,0,0,0,0,0.9814814991,0.003721856745,0.9981481632,1.815511678e-05,39.95678711,0.012227525,1,17,18,1.058823586,17,16,0,0,1,1
LOC707094,1190,179,0,1080,106,0,942,0,1048,142,0,73,0,0.9813025405,0.004305046517,0.9856863092,0.002975020558,39.72389984,1.297808409,143,816,8.321678162,1.458333373,5.706293583,577,37,0,92,125
LOC707106,49,7,0,26,32,0,5,0,37,12,0,8,0,0.9659864075,0.005763424095,0.9770975672,0.001910537016,39.596138,0.6531463265,26,35,1.884615421,1.399999976,1.346153855,24,17,0,9,26
LOC707114,707,445,0,673,695,0,12,0,707,0,0,0,0,0.9833805039,0.003569399472,0.9870658872,0.002437477931,39.75703049,1.099388719,122,380,5.795082092,1.860526323,3.1147542,234,22,0,94,114
LOC707117,281,17,0,180,166,0,0,0,166,115,0,2,0,0.9789442694,0.003250507172,0.9877422246,0.001916227862,39.78346634,0.6407423615,140,218,2.007142782,1.288990855,1.557142854,174,80,0,60,131
LOC707129,58,15,0,57,46,0,12,0,58,0,0,23,0,0.987068982,0.001901003532,0.9869732178,0.0007933219895,39.76301956,0.2793666422,7,31,8.285714149,1.870967746,4.428571224,16,4,0,2,5
LOC707167,49,3,0,45,2,0,2,0,4,45,0,2,0,0.9761905281,0.002604161389,0.9780045699,0.003155818442,39.58185196,1.31518054,20,36,2.450000048,1.361111164,1.799999952,25,11,0,9,19
LOC707174,15,2,0,15,15,0,0,0,15,0,0,0,0,0.9888889313,0.0008597818087,0.9985185305,1.528487883e-05,39.97629166,0.003913936671,3,10,5,1.5,3.333333254,7,2,0,1,3
LOC707182,7,1,0,6,7,0,0,0,7,0,0,0,0,1,0,0.9984127113,1.763639921e-05,39.97460175,0.004516080488,4,4,1.75,1.75,1,3,3,0,1,4
LOC707197,90,2,0,69,60,0,19,0,79,11,0,9,0,0.9870370653,0.001234565047,0.9837037418,0.001584687619,39.67814255,0.9043210745,23,64,3.913043499,1.40625,2.782608747,45,7,0,15,22
LOC707204,2,1,0,2,2,0,0,0,2,0,0,0,0,1,0,1,0,40,0,1,2,2,1,2,2,0,0,1,1
LOC707215,11,8,0,11,0,0,11,0,11,0,0,0,0,0.9696969986,0.003156567691,0.992929269,0.0002783430973,39.87170792,0.09964712709,6,7,1.833333373,1.571428537,1.166666627,4,2,0,3,4
LOC707227,7768,177,0,7407,4893,0,2781,0,7674,94,0,3160,0,0.9787268514,0.004950414412,0.9837767926,0.003581242403,39.69551468,1.566249251,780,5721,9.958973885,1.357804537,7.334615231,4241,116,0,598,695
LOC707238,29,7,0,20,2,0,17,0,19,10,0,0,0,1,0,0.9896552378,0.0003168506082,39.81148911,0.110246703,13,20,2.230769157,1.450000048,1.538461566,15,7,0,6,13
LOC707261,8,0,0,2,2,0,0,0,2,6,0,0,0,0.96875,0.003844253486,0.9319443703,0.01341936272,38.74443817,4.681344032,3,7,2.666666746,1.142857194,2.333333254,6,1,0,2,3
LOC707275,329,26,0,109,327,0,0,0,327,2,0,0,0,0.981509629,0.003785622073,0.9768997295,0.006977547426,39.5307312,3.343258858,46,209,7.152173996,1.574162722,4.543478489,137,16,0,30,46
LOC707276,5,1,0,0,1,0,0,0,1,4,0,0,0,1,0,0.9888890028,0.0002469085739,39.7244606,0.1544515789,3,3,1.666666627,1.666666627,1,2,2,0,1,3
LOC707292,98,2,0,79,26,0,1,0,27,71,0,0,0,0.9821428669,0.002040379914,0.9877551387,0.001291817403,39.74988174,0.7450559139,37,72,2.648648739,1.361111164,1.945945978,53,12,0,22,33
LOC707303,580,187,0,480,16,0,376,0,392,188,0,14,0,0.9804597953,0.006190153304,0.9387356423,0.01358726621,38.55394363,7.891779423,221,414,2.624434471,1.400966167,1.873303175,313,163,0,53,214
LOC707306,30,2,0,28,30,0,0,0,30,0,0,0,0,0.9861111323,0.002434543567,0.989629662,0.001089259284,39.8285141,0.3105617166,8,22,3.75,1.363636374,2.75,17,3,0,5,8
LOC707318,601,93,0,486,11,0,583,0,594,7,0,1,0,0.9814198776,0.00507086562,0.988038488,0.003031373024,39.76533127,1.509218812,79,397,7.607594967,1.513853908,5.025316238,279,18,0,53,70
LOC707320,14,1,0,0,14,0,0,0,14,0,0,0,0,0.9940476418,0.000496027933,0.9936508536,7.054530579e-05,39.89839935,0.01806432195,5,8,2.799999952,1.75,1.600000024,5,2,0,3,5
LOC707322,2,0,0,2,0,0,2,0,2,0,0,0,0,1,0,1,0,40,0,1,2,2,1,2,2,0,0,1,1
LOC707342,86,11,0,78,82,0,0,0,82,4,0,0,0,0.9806201621,0.007463142741,0.9918605089,0.0005328224506,39.85348511,0.1696552783,13,57,6.615384579,1.508771896,4.384615421,41,3,0,10,13
LOC707358,26,10,0,16,20,0,0,0,20,6,0,10,0,0.9775641515,0.004754261114,0.9841880707,0.003656027373,39.72136307,1.20500648,13,18,2,1.444444418,1.384615421,12,9,0,4,13
LOC707360,2,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0.700000003,0.1799999923,32.95000076,99.40500641,2,2,1,1,1,2,2,0,0,2
LOC707369,50,0,0,44,49,0,0,0,49,1,0,0,0,0.9766666985,0.00511336932,0.9822222567,0.007084909827,39.65066528,2.96229434,11,42,4.545454502,1.190476179,3.818181753,35,4,0,7,11
LOC707371,329,18,0,246,284,0,0,0,284,45,0,0,0,0.975430619,0.005132140126,0.9823708579,0.003102900228,39.67041016,1.323052645,54,253,6.092592716,1.30039525,4.685184956,192,11,0,42,53
LOC707383,4928,802,0,4298,584,0,3915,0,4499,429,0,253,0,0.9784057315,0.005006550811,0.9385867875,0.03024304099,38.60574722,17.56887627,955,3321,5.160209656,1.483890414,3.477486849,2394,446,0,416,754
LOC707412,316,64,0,286,238,0,78,0,316,0,0,45,0,0.979694116,0.005208051763,0.98860763,0.002929175971,39.78195953,1.287121058,43,227,7.348837376,1.392070532,5.279069901,173,7,0,33,40
LOC707414,14,0,0,6,0,0,0,0,0,14,0,0,0,0.9226190703,0.01759006456,0.9777778515,0.001006648177,39.60873032,0.2855264544,14,14,1,1,1,14,14,0,0,14
LOC707429,309,85,0,277,309,0,0,0,309,0,0,0,0,0.9765372386,0.008579201065,0.9863718302,0.006079099141,39.72240067,3.163596392,36,177,8.583333015,1.745762706,4.916666508,107,5,0,30,35
LOC707437,6,0,0,3,6,0,0,0,6,0,0,0,0,1,0,0.8814814985,0.08427981287,37.21481705,46.5434761,5,5,1.200000048,1.200000048,1,4,4,0,1,5
LOC707459,7017,1570,0,5885,118,0,6870,0,6988,29,0,31,0,0.9790390209,0.005425143987,0.9822653228,0.005051512737,39.64979553,2.420652866,806,4355,8.705955505,1.611251473,5.403225899,3004,158,0,468,552
LOC707468,209,42,0,152,12,0,87,0,99,110,0,3,0,0.9780701952,0.004090756178,0.9816055766,0.00335303531,39.63354111,1.653343678,114,160,1.833333373,1.306249976,1.403508782,127,75,0,42,108
LOC707476,54,21,0,32,19,0,0,0,19,35,0,0,0,0.9891975368,0.001322405762,0.9917696085,0.000201187082,39.84711838,0.06410904229,21,32,2.571428537,1.6875,1.523809552,20,13,0,8,21
LOC707493,49,1,0,10,0,0,42,0,42,7,0,0,0,0.9727891611,0.005899223033,0.9859410987,0.00062127196,39.7580452,0.2006720901,31,36,1.580645204,1.361111164,1.161290288,25,18,0,13,31
LOC707503,7,0,0,7,7,0,0,0,7,0,0,0,0,0.9166667121,0.02083330601,0.8873015685,0.08602591604,37.48254395,43.32926559,4,5,1.75,1.399999976,1.25,3,2,0,2,4
LOC707549,1,0,0,0,0,0,0,0,0,1,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
LOC707555,124,10,0,103,48,0,63,0,111,13,0,0,0,0.9905914184,0.001491603791,0.9836918024,0.00409602467,39.6660347,2.368041039,28,97,4.428571224,1.278350472,3.464285612,77,15,0,13,28
LOC707623,1069,142,0,948,106,0,268,0,374,695,0,56,0,0.9787964005,0.006143305451,0.9717285438,0.01009862684,39.42232132,4.924643993,96,681,11.13541698,1.569750309,7.09375,455,24,0,66,88
LOC707638,256,27,0,186,156,0,80,0,236,20,0,11,0,0.9811198078,0.002801181981,0.9764757392,0.003896630602,39.55446625,1.621866822,55,187,4.654545307,1.368983984,3.400000095,147,26,0,28,53
LOC707684,49,4,0,9,18,0,0,0,18,31,0,4,0,0.9897959378,0.001051113126,0.9501134287,0.02869405039,38.92471313,14.69458675,29,35,1.689655185,1.399999976,1.206896544,24,16,0,13,29
LOC707689,1050,125,0,845,240,0,542,0,782,268,0,37,0,0.9828571747,0.003121789079,0.9829312521,0.00341761508,39.67511749,1.467814565,230,749,4.565217495,1.401869178,3.256521702,545,60,0,156,204
LOC707691,125,21,0,106,123,0,0,0,123,2,0,1,0,0.9793333511,0.004777778406,0.9840000372,0.002067700261,39.70799637,0.7442563772,21,90,5.952381134,1.388888836,4.285714149,62,5,0,16,20
LOC707695,226124,27556,0,191679,75406,0,150258,0,225664,460,0,5722,0,0.9780360424,0.004929856397,0.983600284,0.003808776382,39.68492126,1.744513631,28002,145287,8.07528019,1.556395292,5.188450813,104671,5521,0,7899,9620
LOC707807,131,28,0,128,77,0,54,0,131,0,0,1,0,0.9828244348,0.003068117891,0.9890585551,0.001967684366,39.80330276,0.7321107984,26,90,5.038461685,1.455555558,3.461538553,62,6,0,18,24
LOC707834,10,1,0,5,3,0,0,0,3,7,0,0,0,0.9083333999,0.03310181946,0.9411110997,0.01360907219,38.72444916,7.236521244,8,8,1.25,1.25,1,6,6,0,2,8
LOC707841,178,17,0,178,178,0,0,0,178,0,0,0,0,0.9751873015,0.007816188969,0.9900749359,0.001808585715,39.81797409,0.6401649714,22,131,8.090909004,1.358778596,5.954545498,98,4,0,18,22
LOC707861,32,4,0,15,32,0,0,0,32,0,0,0,0,0.9791666865,0.003136199899,0.99027781,0.001407803618,39.82881546,0.472158432,14,21,2.285714388,1.523809552,1.5,15,5,0,9,14
LOC707869,697,65,0,681,422,0,0,0,422,275,0,0,0,0.9850550136,0.003797317389,0.962075706,0.008786546066,39.21756363,4.52546978,66,431,10.560606,1.61716938,6.530303001,264,10,0,55,65
LOC707873,12441,1929,0,11621,4349,0,8048,0,12397,44,0,764,0,0.9810907694,0.004399130587,0.9858077123,0.003317665774,39.72584534,1.500044703,1180,8300,10.54322052,1.498915672,7.033898354,5715,161,0,789,897
LOC707884,165,22,0,131,1,0,124,0,125,40,0,0,0,0.9893939625,0.001030115876,0.9863300027,0.003861223347,39.73232269,1.815933347,33,114,5,1.447368383,3.454545498,80,11,0,21,31
LOC707924,11,1,0,8,8,0,0,0,8,3,0,0,0,0.780302996,0.07954555005,0.9989899072,1.12231628e-05,39.98383713,0.00287386938,6,8,1.833333373,1.375,1.333333373,5,4,0,2,6
LOC707925,105,17,0,52,105,0,0,0,105,0,0,0,0,0.9666666939,0.009428415447,0.9758730531,0.006644012406,39.53787994,2.725413799,12,69,8.75,1.521739125,5.75,49,3,0,9,12
LOC707938,949,183,0,763,2,0,686,0,688,261,0,14,0,0.9829645489,0.002786136232,0.9862896953,0.003016625764,39.73180771,1.44868958,220,651,4.313636303,1.457757354,2.959090948,459,103,0,109,196
LOC707949,7187,872,0,6414,2229,0,4946,0,7175,12,0,40,0,0.9803580736,0.004676064476,0.9860380939,0.003893731162,39.72512054,1.86920321,636,4646,11.3003149,1.546922088,7.3050313,3153,92,0,414,473
LOC707951,124,0,0,112,0,0,0,0,0,124,0,0,0,0.9811828213,0.003256398952,0.991129045,0.001575792092,39.82920837,0.6619516015,14,86,8.857142448,1.441860437,6.142857075,58,2,0,12,14
LOC708012,24,13,0,23,10,0,13,0,23,1,0,0,0,0.993055582,0.0005535384407,0.9972222472,3.488929724e-05,39.94536591,0.01425675768,8,13,3,1.846153855,1.625,8,4,0,4,8
LOC708041,896,80,0,843,578,0,240,0,818,78,0,33,0,0.9701451159,0.006409052759,0.979265903,0.006097792648,39.59512329,2.788038492,177,703,5.062146664,1.274537683,3.971751451,555,47,0,125,169
LOC708045,91,9,0,82,91,0,0,0,91,0,0,0,0,0.9771062617,0.006800297648,0.9931624034,0.0008553349762,39.88327026,0.2527259886,21,64,4.333333492,1.421875,3.047619104,47,6,0,15,20
LOC708050,9,9,0,5,0,0,4,0,4,5,0,0,0,0.9351852205,0.01350307185,0.7074072229,0.01395062637,32.54074478,8.662046432,8,9,1.125,1,1.125,9,7,0,1,8
LOC708053,13,12,0,13,0,0,9,0,9,4,0,0,0,0.9807693041,0.001335459878,0.9709402277,0.007233296521,39.21452332,6.321024418,5,5,2.599999905,2.599999905,1,3,3,0,2,5
LOC708065,97,24,0,65,0,0,65,0,65,32,0,3,0,0.9905498642,0.00070547621,0.9801833156,0.004066945519,39.60400391,2.005084038,37,62,2.621621609,1.564516187,1.675675631,39,20,0,16,36
LOC708074,14,7,0,11,9,0,0,0,9,5,0,0,0,0.9702381407,0.008127272129,0.9928571369,0.0003154283913,39.88570786,0.08075439185,8,9,1.75,1.555555582,1.125,6,4,0,4,8
LOC708085,5,0,0,5,5,0,0,0,5,0,0,0,0,1,0,0.9977777958,2.469095853e-05,39.96443939,0.006322512869,1,2,5,2.5,2,0,0,0,1,1
LOC708096,29,3,0,27,15,0,0,0,15,14,0,0,0,0.9683908265,0.008141767234,0.9490421651,0.01833791472,38.84558105,10.63948917,18,23,1.611111164,1.260869622,1.277777791,19,14,0,4,18
LOC708118,27,4,0,23,27,0,0,0,27,0,0,1,0,0.9876543328,0.004115218297,0.9934156647,0.0006672260934,39.88230133,0.2269328237,7,18,3.857142925,1.5,2.571428537,11,2,0,5,7
LOC708140,10,1,0,10,9,0,0,0,9,1,0,0,0,1,0,0.9977777958,2.194751869e-05,39.96443939,0.005620011594,2,6,5,1.666666627,3,3,1,0,1,2
LOC708147,52,16,0,47,29,0,0,0,29,23,0,0,0,0.9807692674,0.003163224319,0.9925214006,0.0002649291418,39.88034058,0.06782063097,16,30,3.25,1.733333349,1.875,21,6,0,10,16
LOC708154,21,0,0,8,17,0,0,0,17,4,0,0,0,0.980158715,0.008267208003,0.9788360425,0.002838323358,39.52645874,1.452749968,16,18,1.3125,1.166666627,1.125,16,12,0,3,15
LOC708155,53,14,0,49,45,0,0,0,45,8,0,0,0,0.9528302607,0.00387538271,0.9916142776,0.0005408611032,39.84695435,0.2075144351,13,35,4.076922894,1.514285684,2.692307711,26,3,0,10,13
LOC708161,7,4,0,2,4,0,2,0,6,1,0,0,0,0.9523809978,0.01587298512,0.6746031977,0.1918401122,32.72221375,99.91376495,5,5,1.399999976,1.399999976,1,3,3,0,2,5
LOC708234,23,1,0,8,19,0,4,0,23,0,0,2,0,0.9963768254,0.0003019300639,0.9743961251,0.002058756305,39.51062393,0.9037262201,20,22,1.149999976,1.045454502,1.100000024,21,17,0,3,20
LOC708240,5,0,0,1,5,0,0,0,5,0,0,0,0,0.9666666031,0.005555576645,0.9977777958,2.469095853e-05,39.96443939,0.006322512869,3,4,1.666666627,1.25,1.333333373,3,1,0,2,3
LOC708250,1,0,0,1,0,0,1,0,1,0,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
LOC708254,76,26,0,46,76,0,0,0,76,0,0,0,0,0.9714912615,0.00639863126,0.9796784042,0.004208681639,39.60467529,1.86420846,10,36,7.599999905,2.111111164,3.599999905,19,4,0,6,10
LOC708262,8,3,0,2,0,0,6,0,6,2,0,0,0,0.9583333731,0.01388886198,0.9819444939,0.0006327199517,39.66944885,0.1573321521,3,7,2.666666746,1.142857194,2.333333254,6,1,0,2,3
LOC708375,6,1,0,1,4,0,0,0,4,2,0,0,0,0.9861111641,0.001157398568,0.8740741611,0.09183529019,37.09629822,49.36242294,5,5,1.200000048,1.200000048,1,4,4,0,1,5
LOC708398,1678,291,0,1383,158,0,1484,0,1642,36,0,4,0,0.9800854366,0.005479240324,0.9833201281,0.003923929762,39.66572952,1.829839468,211,1100,7.952606678,1.525454521,5.213270187,751,52,0,145,183
LOC708442,44,9,0,33,32,0,0,0,32,12,0,0,0,0.9848484993,0.001703077694,0.9952020428,0.0003525550419,39.90454483,0.1266868412,17,34,2.588235378,1.294117689,2,27,8,0,9,17
LOC708443,615,49,0,202,516,0,0,0,516,99,0,0,0,0.9734417676,0.006780836731,0.9796386999,0.004966368899,39.59043884,2.592198849,237,484,2.594936609,1.270661116,2.042194128,389,95,0,138,229
LOC708448,33,2,0,33,15,0,17,0,32,1,0,0,0,0.9848484848,0.001933399821,0.9905724218,0.0003635901958,39.82895279,0.1450481266,4,24,8.25,1.375,6,16,2,0,2,4
LOC708492,82,35,0,59,55,0,0,0,55,27,0,0,0,0.9817073171,0.003605010454,0.9929539387,0.0004862433416,39.8680191,0.179642722,24,45,3.416666746,1.822222233,1.875,32,12,0,12,24
LOC708538,426,91,0,396,56,0,224,0,280,146,0,4,0,0.9849374216,0.002337942366,0.9895149095,0.001757051214,39.80124664,0.7861881256,91,291,4.68131876,1.463917494,3.197802305,200,33,0,56,83
LOC708539,264,7,0,235,257,0,0,0,257,7,0,0,0,0.9804293207,0.004949281458,0.9817340533,0.0034438984,39.65230942,1.672794342,25,197,10.56000042,1.34010148,7.880000114,153,7,0,18,22
LOC708562,1,0,0,0,0,0,0,0,0,1,0,0,0,1,nan,0.988888979,nan,39.57780075,nan,1,1,1,1,1,1,1,0,0,1
LOC708597,19,0,0,13,15,0,0,0,15,4,0,0,0,0.9736842105,0.003127036383,0.943274945,0.03691210225,38.75027847,20.10619164,4,13,4.75,1.461538434,3.25,9,1,0,3,4
LOC708603,45,3,0,26,44,0,0,0,44,1,0,0,0,0.9740741094,0.004047413357,0.9809876641,0.005205514375,39.65135574,1.791573763,17,34,2.647058725,1.323529363,2,25,6,0,10,16
LOC708622,33,19,0,19,0,0,8,0,8,25,0,0,0,0.9696970275,0.005997475237,0.9589226029,0.006099428982,39.19629288,2.777201176,13,16,2.538461447,2.0625,1.230769277,8,7,0,6,13
LOC708625,7,7,0,7,7,0,0,0,7,0,0,0,0,0.9761904308,0.003968269099,0.9936508536,0.0002821816306,39.89841461,0.07223791629,2,2,3.5,3.5,1,0,0,0,2,2
LOC708637,154,31,0,138,3,0,29,0,32,122,0,0,0,0.9718614861,0.00746376114,0.9697691647,0.0136569012,39.38599777,6.398101807,67,110,2.298507452,1.399999976,1.641790986,86,26,0,41,60
LOC708643,10,4,0,8,0,0,6,0,6,4,0,0,0,0.9416666985,0.004706799984,0.9588890016,0.00321123586,39.17556,1.495286465,6,8,1.666666627,1.25,1.333333373,6,2,0,4,6
LOC708644,43,7,0,38,43,0,0,0,43,0,0,0,0,0.9825581617,0.003160757478,0.9932816694,0.0001830670953,39.89250183,0.04686509818,6,30,7.166666508,1.433333278,5,23,1,0,5,6
LOC708648,27,0,0,27,27,0,0,0,27,0,0,0,0,0.9814814815,0.003383192932,0.9872428135,0.001716083731,39.70205688,1.09137094,3,24,9,1.125,8,22,0,0,3,3
LOC708657,14,2,0,9,0,0,8,0,8,6,0,0,0,0.9642858505,0.001831487869,0.9706349926,0.003088456113,39.38729858,1.463431358,8,9,1.75,1.555555582,1.125,6,5,0,3,8
