GeneID,n_reads,tso_reads,noise_reads,perfect_molecule_barcodes,reads_mapped_exonic,reads_mapped_exonic_as,reads_mapped_intronic,reads_mapped_intronic_as,reads_mapped_uniquely,reads_mapped_multiple,duplicate_reads,spliced_reads,antisense_reads,molecule_barcode_fraction_bases_above_30_mean,molecule_barcode_fraction_bases_above_30_variance,genomic_reads_fraction_bases_quality_above_30_mean,genomic_reads_fraction_bases_quality_above_30_variance,genomic_read_quality_mean,genomic_read_quality_variance,n_molecules,n_fragments,reads_per_molecule,reads_per_fragment,fragments_per_molecule,fragments_with_single_read_evidence,molecules_with_single_read_evidence,reads_mapped_mitochondrial,number_cells_detected_multiple,number_cells_expressing
LOC708660,2076,224,0,1737,1509,0,524,0,2033,43,0,276,0,0.9776814632,0.004668975715,0.9821612529,0.00488007674,39.6558075,2.377980709,325,1546,6.387692451,1.342820168,4.756923199,1181,83,0,230,300
LOC708663,316,33,0,268,24,0,278,0,302,14,0,8,0,0.976793265,0.004398007877,0.9785865276,0.00582140917,39.5698967,2.917577267,37,212,8.540540695,1.490566015,5.729729652,142,9,0,25,32
LOC708673,14,0,0,12,12,0,0,0,12,2,0,0,0,0.9880952835,0.0009157439345,0.9968254226,2.713292088e-05,39.93730164,0.01218541805,5,12,2.799999952,1.166666627,2.400000095,10,3,0,2,5
LOC708683,10493,1335,0,9544,2827,0,7544,0,10371,122,0,266,0,0.9810032266,0.004491990432,0.9857587922,0.003594663925,39.72304153,1.673622012,914,7088,11.48030663,1.480389357,7.754923344,4892,147,0,603,699
LOC708686,120582,17024,0,108159,13069,0,107116,0,120185,397,0,2409,0,0.9810889623,0.004308202304,0.9841053629,0.003942757845,39.68963242,1.823350072,11421,80787,10.5579195,1.492591619,7.073548794,55735,2016,0,3901,4559
LOC708725,115,33,0,82,3,0,48,0,51,64,0,4,0,0.9753623302,0.005722940434,0.9777778232,0.005252324045,39.5524559,2.607111931,64,82,1.796875,1.402438998,1.28125,64,44,0,23,61
LOC708748,10,5,0,9,0,0,6,0,6,4,0,0,0,1,0,0.9977777958,2.194751869e-05,39.94778061,0.01366153825,5,6,2,1.666666627,1.200000048,4,3,0,2,5
LOC708759,2340,141,0,2158,2340,0,0,0,2340,0,0,3,0,0.9829772278,0.003926049918,0.9839648874,0.005091626197,39.68464661,2.314490557,188,1612,12.44680882,1.451612949,8.574467659,1137,24,0,155,176
LOC708768,1846,222,0,1676,221,0,1364,0,1585,261,0,38,0,0.9779704069,0.005604465026,0.9832250189,0.004064326175,39.67400742,1.75513339,277,1274,6.664259911,1.448979616,4.599277973,906,58,0,192,237
LOC708771,15,0,0,1,2,0,0,0,2,13,0,0,0,0.9888889313,0.0008597818087,0.9955555956,8.465446444e-05,39.91259384,0.02937760018,10,12,1.5,1.25,1.200000048,9,5,0,5,10
LOC708782,1,0,0,1,0,0,0,0,0,1,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
LOC708800,15,1,0,15,15,0,0,0,15,0,0,0,0,0.9611111323,0.005820107646,0.982222263,0.002059969353,39.69332886,0.6566699147,5,12,3,1.25,2.400000095,10,1,0,4,5
LOC708815,175,2,0,33,78,0,0,0,78,97,0,0,0,0.9757143239,0.003118496621,0.9864127282,0.001319930889,39.75745773,0.4333163202,122,135,1.434426188,1.296296239,1.106557369,100,83,0,40,121
LOC708830,35,5,0,19,0,0,18,0,18,17,0,0,0,0.9904762268,0.0007236172678,0.9838095682,0.002551511396,39.67237854,1.039812088,21,27,1.666666627,1.296296239,1.285714269,20,10,0,11,21
LOC708833,34,0,0,23,31,0,0,0,31,3,0,0,0,0.9877451167,0.003422699869,0.9882353229,0.001316432492,39.74575043,0.7731837034,14,29,2.428571463,1.172413826,2.071428537,24,6,0,8,14
LOC708847,21,0,0,18,21,0,0,0,21,0,0,0,0,0.9285715655,0.03214282915,0.9338625159,0.03357377648,38.53333282,19.87372208,6,17,3.5,1.235294104,2.833333254,13,4,0,2,6
LOC708857,5,1,0,5,5,0,0,0,5,0,0,0,0,0.9500001907,0.002083317377,1,0,40,0,1,4,5,1.25,4,3,0,0,1,1
LOC708874,52,0,0,34,41,0,5,0,46,6,0,3,0,0.9711538828,0.007593843155,0.9632478821,0.01271138899,39.21965027,6.532647133,18,39,2.888888836,1.333333373,2.166666746,29,8,0,10,18
LOC708899,866,754,0,855,865,0,0,0,865,1,0,0,0,0.9890300396,0.001774187549,0.9905696883,0.002341709333,39.81558609,1.068924785,123,197,7.040650368,4.395938873,1.601626039,69,12,0,106,113
LOC708923,2,0,0,1,2,0,0,0,2,0,0,0,0,1,0,1,0,40,0,2,2,1,1,1,2,2,0,0,2
LOC708945,50,3,0,4,50,0,0,0,50,0,0,0,0,0.9883333397,0.003687645076,0.9391111565,0.017436333,38.70599365,9.856035233,27,35,1.851851821,1.428571463,1.296296239,23,14,0,13,27
LOC708952,3,0,0,3,1,0,0,0,1,2,0,0,0,1,0,0.9851853251,4.115115371e-05,39.68146896,0.01596326753,3,3,1,1,1,3,3,0,0,3
LOC708964,6142,1060,0,5556,962,0,5060,0,6022,120,0,76,0,0.9781016167,0.005425589625,0.9847860209,0.003928151913,39.70226288,1.849774957,767,4239,8.00782299,1.448926687,5.526727676,2975,173,0,464,573
LOC708985,15,11,0,7,0,0,10,0,10,5,0,0,0,0.9944444656,0.0004629594332,0.9859259963,0.001154609257,39.7585144,0.3041088283,6,6,2.5,2.5,1,4,4,0,2,6
LOC708994,18398,2652,0,16841,1375,0,16319,0,17694,704,0,83,0,0.9811664524,0.004399220925,0.9869835162,0.003064535791,39.74752045,1.406551361,2183,12677,8.427851677,1.451289773,5.807146072,8924,468,0,1109,1358
LOC708995,17,4,0,9,7,0,0,0,7,10,0,0,0,0.9705883475,0.001685036113,0.9751634703,0.002770514227,39.55358887,0.9323069453,13,13,1.307692289,1.307692289,1,11,11,0,2,13
LOC709017,31,0,0,30,31,0,0,0,31,0,0,0,0,0.9650537737,0.01054360904,0.9645161576,0.01887589693,39.21720123,10.88082504,5,22,6.199999809,1.409090877,4.400000095,14,2,0,3,5
LOC709025,11,6,0,11,11,0,0,0,11,0,0,0,0,0.9621212699,0.006060600281,0.970707086,0.004130191635,39.42524719,1.603579998,3,5,3.666666746,2.200000048,1.666666627,3,1,0,1,2
LOC709035,10147,1545,0,9044,2345,0,7693,0,10038,109,0,393,0,0.981012472,0.00433751056,0.9824491434,0.00395476073,39.65901947,1.814667583,1200,6753,8.455833435,1.502591491,5.627500057,4725,226,0,707,823
LOC709045,116,3,0,84,79,0,0,0,79,37,0,0,0,0.9691092141,0.01069205627,0.9727969794,0.008445183747,39.44338989,3.917828798,51,99,2.274509907,1.171717167,1.941176414,85,35,0,16,51
LOC709052,11,0,0,11,0,0,3,0,3,8,0,0,0,0.9090910825,0.004797988106,0.9888889952,0.0001975269988,39.77676392,0.07440903783,3,6,3.666666746,1.833333373,2,2,0,0,3,3
LOC709056,1568,70,0,1354,1566,0,0,0,1566,2,0,59,0,0.9807079252,0.004799348302,0.9859977703,0.003289279295,39.72983551,1.515119314,176,1118,8.909090996,1.402504444,6.352272511,789,34,0,137,162
LOC709073,6,1,0,5,2,0,4,0,6,0,0,0,0,1,0,0.9981481632,2.057579877e-05,39.97036743,0.005268760957,3,6,2,1,2,6,1,0,1,2
LOC709077,433,62,0,379,325,0,89,0,414,19,0,6,0,0.9730562206,0.007149150595,0.9815242829,0.003945120145,39.63727951,1.819457054,83,291,5.216867447,1.487972498,3.506024122,209,10,0,69,79
LOC709083,105816,14552,0,97593,16266,0,88878,0,105144,672,0,3141,0,0.9821222886,0.004146312829,0.9834144291,0.003863269696,39.67323685,1.799725413,9580,67839,11.04551125,1.559810758,7.081315041,45962,1569,0,3905,4500
LOC709086,23,7,0,17,18,0,2,0,20,3,0,0,0,0.978260911,0.002031178446,0.9975845632,5.562768274e-05,39.95072174,0.02783401497,13,14,1.769230723,1.642857194,1.076923132,10,8,0,5,13
LOC709088,2221,274,0,2099,2217,0,0,0,2217,4,0,5,0,0.9811271404,0.003844728926,0.9855871039,0.003554101801,39.72056961,1.599277139,210,1536,10.57619095,1.445963502,7.314285755,1109,29,0,158,180
LOC709095,1,1,0,1,1,0,0,0,1,0,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
LOC709103,12,0,0,0,8,0,0,0,8,4,0,0,0,0.9166666667,0.04924242571,0.8407407547,0.1347325146,36.31295776,73.07138062,7,11,1.714285731,1.090909123,1.571428537,10,5,0,2,7
LOC709128,38,1,0,20,35,0,0,0,35,3,0,0,0,0.9758772356,0.00934979599,0.9865497586,0.001756146085,39.77601624,0.52228719,15,34,2.533333302,1.117647052,2.266666651,31,6,0,9,15
LOC709132,25,9,0,15,0,0,7,0,7,18,0,0,0,0.9933333588,0.0005324033555,0.988444438,0.0005090561463,39.7884407,0.1830464453,13,15,1.923076868,1.666666627,1.153846145,9,6,0,7,13
LOC709146,4,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0.9972222447,3.086369543e-05,39.95555115,0.00790314097,1,1,4,4,1,0,0,0,1,1
LOC709149,19,2,0,5,0,0,8,0,8,11,0,0,0,0.9736842105,0.009299881756,0.9198831069,0.01563207805,38.32339478,6.873880863,10,16,1.899999976,1.1875,1.600000024,13,6,0,4,10
LOC709150,4,0,0,3,4,0,0,0,4,0,0,0,0,1,0,0.9972222447,3.086369543e-05,39.95555115,0.00790314097,2,4,2,1,2,4,1,0,1,2
LOC709152,31,0,0,23,7,0,6,0,13,18,0,4,0,0.9731183206,0.002494025044,0.9835126112,0.0008549033664,39.71468735,0.2694966793,12,21,2.583333254,1.476190448,1.75,15,5,0,7,12
LOC709162,4,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0.9972222447,3.086369543e-05,39.95555115,0.00790314097,1,1,4,4,1,0,0,0,1,1
LOC709175,1874,127,0,1658,800,0,689,0,1489,385,0,234,0,0.9812789244,0.00416155206,0.9889126355,0.002162635326,39.79035568,1.047629952,337,1324,5.56083107,1.415407896,3.928783417,954,143,0,181,299
LOC709183,748,89,0,716,746,0,0,0,746,2,0,0,0,0.9820633024,0.004056467209,0.979812864,0.007067928091,39.59294128,3.459456682,105,545,7.123809338,1.372477055,5.190476418,397,21,0,83,103
LOC709194,6,3,0,4,4,0,0,0,4,2,0,0,0,1,0,0.9981481632,2.057579877e-05,39.97036743,0.005268760957,4,4,1.5,1.5,1,2,2,0,2,4
LOC709201,46,1,0,23,45,0,0,0,45,1,0,0,0,0.9655797371,0.01314077061,0.956280238,0.02335472964,39.03984833,12.1985817,16,38,2.875,1.210526347,2.375,32,7,0,9,16
LOC709230,28,12,0,25,20,0,0,0,20,8,0,0,0,0.9732142857,0.007229213137,0.9519841043,0.01944267005,38.99087143,8.804780006,8,18,3.5,1.555555582,2.25,13,3,0,3,6
LOC709234,36,21,0,28,0,0,1,0,1,35,0,0,0,0.9791666667,0.005307536572,0.8067900828,0.02777622081,35.28826523,16.72810173,31,32,1.161290288,1.125,1.032258034,30,28,0,3,31
LOC709248,183,20,0,139,0,0,166,0,166,17,0,0,0,0.9804189713,0.003697197186,0.9752277196,0.01226859447,39.48348236,6.647281647,40,124,4.574999809,1.475806475,3.099999905,86,13,0,26,37
LOC709251,165,160,0,157,0,0,79,0,79,86,0,1,0,0.9712121387,0.007762068417,0.7319865434,0.006443522405,33.30828476,4.083888054,162,165,1.018518567,1,1.018518567,165,160,0,2,162
LOC709254,53,33,0,25,1,0,0,0,1,52,0,0,0,0.9732704702,0.004213027656,0.9750524512,0.006443047896,39.49726868,3.114753008,18,22,2.944444418,2.409090996,1.222222209,9,8,0,10,18
LOC709255,26,10,0,26,26,0,0,0,26,0,0,0,0,0.9487179976,0.01115384698,0.9760683798,0.002989564324,39.59786224,0.8264349699,6,16,4.333333492,1.625,2.666666746,12,1,0,5,6
LOC709256,70,0,0,70,70,0,0,0,70,0,0,0,0,0.9738095965,0.002323433757,0.9931746534,0.0003374202061,39.8682518,0.119601123,5,50,14,1.399999976,10,33,0,0,5,5
LOC709273,141,6,0,140,129,0,0,0,129,12,0,55,0,0.9899527232,0.002328885254,0.9664303204,0.010690419,39.29037857,6.12664938,13,96,10.84615421,1.46875,7.384615421,68,1,0,12,13
LOC709274,143,57,0,104,0,0,3,0,3,140,0,0,0,0.9883449995,0.00211281376,0.9954934237,0.0001934220927,39.91988754,0.05969085172,20,85,7.150000095,1.682352901,4.25,58,4,0,15,18
LOC709287,6,0,0,5,3,0,0,0,3,3,0,0,0,0.9861111641,0.001157398568,0.9888889889,0.000296290702,39.82221603,0.07584980875,2,4,3,1.5,2,2,1,0,1,2
LOC709296,70,7,0,70,63,0,0,0,63,7,0,0,0,0.9940476281,0.00066856388,0.9930158973,0.0004622326524,39.85190582,0.2298098803,11,53,6.363636494,1.320754766,4.818181992,39,4,0,7,11
LOC709304,8,1,0,3,8,0,0,0,8,0,0,0,0,0.9791666269,0.003472235519,0.8833333701,0.00698411325,37.42501068,4.257317066,7,8,1.142857194,1,1.142857194,8,6,0,1,7
LOC709314,7606,1250,0,6580,2353,0,5148,0,7501,105,0,170,0,0.9793803372,0.004613487516,0.9844173062,0.003723266767,39.69779587,1.710556149,1008,5044,7.545634747,1.50793016,5.003968239,3545,257,0,627,793
LOC709316,16,0,0,0,7,0,0,0,7,9,0,0,0,0.9895833731,0.0008101789863,0.9861111231,0.0004197558446,39.76734924,0.1240140274,9,11,1.777777791,1.454545498,1.222222209,8,6,0,3,9
LOC709318,1,0,0,0,0,0,1,0,1,0,0,0,0,1,nan,0.9333329797,nan,38.59999847,nan,1,1,1,1,1,1,1,0,0,1
LOC709323,23453,3450,0,20958,2249,0,19632,0,21881,1572,0,497,0,0.9808162637,0.004275315441,0.9825556844,0.004134067334,39.64651489,1.991044164,2804,15394,8.364122391,1.523515701,5.490014076,10655,695,0,1362,1821
LOC709324,8,1,0,7,8,0,0,0,8,0,0,0,0,0.9583333731,0.007936503738,0.9638888687,0.008703727275,39.30833817,2.960020065,3,8,2.666666746,1,2.666666746,8,2,0,1,3
LOC709330,366,2,0,349,352,0,0,0,352,14,0,0,0,0.973360687,0.00288429088,0.988524622,0.003139387816,39.78369141,1.429046512,30,243,12.19999981,1.506172895,8.100000381,155,5,0,25,29
LOC709373,20,1,0,1,20,0,0,0,20,0,0,0,0,0.9750000477,0.002266078722,0.9522222966,0.001573752845,39.0938797,0.7937940955,7,15,2.857142925,1.333333373,2.142857075,11,6,0,1,7
LOC709385,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,40,0,1,1,2,2,1,0,0,0,1,1
LOC709393,17,2,0,10,2,0,8,0,10,7,0,0,0,0.9509804091,0.02609275281,0.9751634072,0.008295217529,39.55359268,2.616537809,9,12,1.888888836,1.416666627,1.333333373,7,5,0,4,9
LOC709405,313,43,0,284,283,0,0,0,283,30,0,2,0,0.9805644558,0.004718087148,0.9847710592,0.004693339113,39.70475388,2.164236546,40,221,7.824999809,1.416289568,5.525000095,162,6,0,32,38
LOC709412,26,1,0,3,13,0,0,0,13,13,0,0,0,0.9583333456,0.01125000324,0.9589743798,0.0211730171,39.11922455,11.49098396,11,20,2.363636255,1.299999952,1.818181872,15,6,0,5,11
LOC709431,1743,194,0,1597,1738,0,0,0,1738,5,0,16,0,0.9860872264,0.002616788028,0.9857398217,0.002379128244,39.7275238,1.036093593,161,1147,10.826087,1.519616365,7.124223709,767,19,0,133,152
LOC709444,4,0,0,3,4,0,0,0,4,0,0,0,0,0.9583332539,0.006944471039,0.8277777433,0.09098756313,36.20277405,46.20138168,3,3,1.333333373,1.333333373,1,2,2,0,1,3
LOC709451,50,0,0,26,50,0,0,0,50,0,0,13,0,0.95833334,0.02189625241,0.9882222354,0.0008385515539,39.78155518,0.336792469,14,41,3.571428537,1.219512224,2.928571463,33,5,0,9,14
LOC709452,65,16,0,64,65,0,0,0,65,0,0,0,0,0.9615385056,0.00717814872,0.9808547368,0.004099186044,39.59760284,2.101929188,9,40,7.222222328,1.625,4.444444656,29,2,0,7,9
LOC709453,2411,267,0,2277,573,0,1796,0,2369,42,0,92,0,0.9835822146,0.003346638754,0.9850223871,0.00344044948,39.71192169,1.591343164,222,1605,10.86036015,1.502180696,7.229729652,1093,39,0,158,188
LOC709462,23,0,0,5,7,0,0,0,7,16,0,7,0,0.9782608696,0.007713009138,0.9734300453,0.002724339953,39.50240326,1.031573653,15,16,1.533333302,1.4375,1.066666722,11,10,0,5,15
LOC709477,52,23,0,43,52,0,0,0,52,0,0,0,0,0.9935897497,0.0007750964724,0.9961538613,8.174634422e-05,39.92115021,0.02994533628,6,25,8.666666985,2.079999924,4.166666508,14,0,0,6,6
LOC709491,49,11,0,48,27,0,20,0,47,2,0,3,0,0.969387794,0.003383644158,0.9911565087,0.0002982482547,39.8482933,0.1007299647,10,33,4.900000095,1.484848499,3.299999952,22,3,0,7,9
LOC709495,5,0,0,4,0,0,0,0,0,5,0,0,0,0.9833333969,0.001388878329,1,0,40,0,2,2,2.5,2.5,1,1,1,0,1,2
LOC709526,15,0,0,15,15,0,0,0,15,0,0,0,0,0.9944444656,0.0004629594332,0.9933333317,0.0004021183704,39.87704086,0.1094006523,2,13,7.5,1.153846145,6.5,11,0,0,2,2
LOC709535,3841,421,0,3594,1206,0,2631,0,3837,4,0,219,0,0.9788466767,0.005424451083,0.985084938,0.003888528794,39.70884705,1.818547368,402,2590,9.554726601,1.483011603,6.442786217,1799,68,0,287,340
LOC709567,127,23,0,101,0,0,52,0,52,75,0,3,0,0.9625984484,0.01187263988,0.9681540416,0.01269912813,39.34172821,6.394608498,76,96,1.671052575,1.322916627,1.263157845,74,50,0,29,70
LOC709576,3117,495,0,2785,218,0,2700,0,2918,199,0,71,0,0.9804833912,0.005088060629,0.9774641175,0.005634540692,39.53490829,2.7449646,503,2151,6.196819305,1.449093461,4.276341915,1538,208,0,264,431
LOC709583,279,37,0,200,243,0,0,0,243,36,0,0,0,0.9781959596,0.005593011621,0.9778972879,0.007327009924,39.58040237,3.176892519,97,202,2.876288652,1.381188154,2.082474232,152,67,0,31,96
LOC709587,477,33,0,311,0,0,443,0,443,34,0,31,0,0.9652341228,0.01006621961,0.950757102,0.01200514659,38.96365738,6.530834675,77,341,6.194805145,1.398826957,4.428571224,247,28,0,46,69
LOC709619,1,1,0,1,1,0,0,0,1,0,0,1,0,1,nan,0.988888979,nan,39.82220078,nan,1,1,1,1,1,1,1,0,0,1
LOC709621,174,26,0,154,0,0,11,0,11,163,0,0,0,0.9679118918,0.01008354127,0.9539591664,0.01925027929,39.04840088,9.434875488,70,121,2.485714197,1.438016534,1.728571415,87,42,0,28,69
LOC709635,980,208,0,796,433,0,487,0,920,60,0,24,0,0.9804422038,0.004327118862,0.9832313242,0.003820593236,39.68128967,1.686660528,131,678,7.480916023,1.445427775,5.175572395,488,28,0,83,99
LOC709650,37,18,0,20,23,0,0,0,23,14,0,0,0,0.9864865123,0.001355519984,0.9564564309,0.01987916417,39.05104446,10.05208969,26,26,1.423076868,1.423076868,1,21,21,0,5,26
LOC709651,98,3,0,95,97,0,0,0,97,1,0,0,0,0.9855442436,0.002151414752,0.9857142948,0.004108443391,39.71791077,1.853993416,11,68,8.909090996,1.441176414,6.181818008,46,5,0,6,11
LOC709671,66,17,0,42,62,0,0,0,62,4,0,0,0,0.9848485137,0.003613044741,0.9641414361,0.01304007228,39.22945786,6.639363289,26,46,2.538461447,1.434782624,1.769230723,37,15,0,11,25
LOC709680,914,528,0,890,904,0,0,0,904,10,0,0,0,0.9835886393,0.00388334482,0.9530878147,0.01111677848,39.0154953,5.668527126,125,390,7.311999798,2.343589783,3.119999886,236,13,0,94,107
LOC709712,17,1,0,11,16,0,1,0,17,0,0,7,0,0.9313725286,0.03405845538,0.9307189829,0.0496840924,38.54378891,23.86212921,7,15,2.428571463,1.133333325,2.142857075,13,2,0,5,7
LOC709765,1399,127,0,1284,1397,0,0,0,1397,2,0,11,0,0.9746843241,0.006765068043,0.9828528618,0.004995067138,39.67103195,2.253913879,186,1027,7.521505356,1.362220049,5.521505356,762,28,0,144,164
LOC709778,51,6,0,34,38,0,0,0,38,13,0,0,0,0.9754902148,0.008415034972,0.9782135276,0.005520800594,39.6023941,1.979902387,25,36,2.039999962,1.416666627,1.440000057,26,13,0,11,21
LOC709812,1,0,0,0,1,0,0,0,1,0,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
LOC709820,95,9,0,85,0,0,3,0,3,92,0,0,0,0.9754386202,0.009142086841,0.9721637651,0.009970773011,39.42747879,4.571636677,16,64,5.9375,1.484375,4,48,5,0,10,15
LOC709867,135,47,0,108,70,0,0,0,70,65,0,0,0,0.9845679248,0.001573919319,0.9902880991,0.0009165842202,39.82197189,0.3369472027,49,99,2.755102158,1.363636374,2.020408154,71,24,0,25,48
LOC709878,1172,122,0,1064,764,0,405,0,1169,3,0,126,0,0.9790244859,0.004985922016,0.981740645,0.00578453904,39.63864899,2.918139458,99,742,11.83838367,1.579514861,7.494949341,500,11,0,84,94
LOC709894,286,29,0,213,282,0,0,0,282,4,0,0,0,0.9781468799,0.007098732051,0.9858586157,0.003154740203,39.729599,1.295965433,25,185,11.43999958,1.545946002,7.400000095,122,5,0,20,24
LOC709952,422,34,0,418,422,0,0,0,422,0,0,1,0,0.9818325562,0.005013576243,0.9873091482,0.003000926226,39.76271439,1.18854022,34,256,12.4117651,1.6484375,7.529411793,167,7,0,27,33
LOC709979,1,0,0,0,1,0,0,0,1,0,0,0,0,1,nan,0.9333329797,nan,38.59999847,nan,1,1,1,1,1,1,1,0,0,1
LOC709981,1260,145,0,1110,356,0,888,0,1244,16,0,71,0,0.9803571709,0.004208544269,0.9805820463,0.004778801929,39.61396408,2.254707813,139,868,9.06474781,1.451612949,6.244604111,604,24,0,106,125
LOC709988,1,0,0,0,0,0,0,0,0,1,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
LOC709992,584,102,0,442,32,0,296,0,328,256,0,0,0,0.9794520728,0.003603167366,0.9822488872,0.005496567115,39.64811325,2.613498688,129,393,4.527131557,1.486005068,3.04651165,267,58,0,65,109
LOC709999,169,22,0,161,149,0,0,0,149,20,0,0,0,0.978796863,0.006864215247,0.9840236997,0.002945031505,39.70196915,1.09119904,39,124,4.333333492,1.362903237,3.179487228,95,16,0,23,39
LOC710110,279,72,0,214,22,0,149,0,171,108,0,8,0,0.981182823,0.003116858192,0.9355237188,0.02729645744,38.56491089,15.35570526,113,188,2.469026566,1.484042525,1.663716793,140,72,0,40,109
LOC710119,580,249,0,563,423,0,24,0,447,133,0,0,0,0.9745689892,0.007879775949,0.9170689804,0.0172162056,37.99656677,10.36187077,197,409,2.944162369,1.418092966,2.076142073,322,155,0,39,193
LOC710137,108,8,0,19,71,0,0,0,71,37,0,0,0,0.9799382949,0.006992520764,0.9797325303,0.01369061973,39.56615067,6.785428047,61,86,1.770491838,1.255813956,1.409836054,66,33,0,28,61
LOC710158,33,0,0,33,0,0,31,0,31,2,0,0,0,0.9823232709,0.003801021026,0.99057242,0.0006722297403,39.83669662,0.1790605038,2,19,16.5,1.736842155,9.5,14,1,0,1,2
LOC710188,14278,1635,0,12972,2451,0,11632,0,14083,195,0,335,0,0.9805586891,0.004919473547,0.981866459,0.00497783022,39.63362122,2.385037184,1404,9859,10.16951561,1.448219895,7.022079945,6926,259,0,752,905
LOC710189,17,10,0,8,14,0,0,0,14,3,0,0,0,0.9411764688,0.02670550346,0.945751646,0.03944261,38.73006439,22.94888878,8,9,2.125,1.888888836,1.125,6,5,0,3,8
LOC710261,1,0,0,1,1,0,0,0,1,0,0,0,0,1,nan,0.988888979,nan,39.82220078,nan,1,1,1,1,1,1,1,0,0,1
LOC710274,114,24,0,59,46,0,0,0,46,68,0,0,0,0.9853801225,0.001996758394,0.9910331792,0.0004891886492,39.83469391,0.170388341,49,70,2.326530695,1.628571391,1.428571463,53,30,0,18,48
LOC710287,9,9,0,9,0,0,8,0,8,1,0,0,0,0.9537037743,0.007137339562,0.9814815521,0.0004629630712,39.59383392,0.2060206383,2,2,4.5,4.5,1,1,1,0,1,2
LOC710293,23742,4234,0,18950,56,0,22672,0,22728,1014,0,475,0,0.979196523,0.004928582814,0.980105615,0.004951011855,39.6056633,2.351941824,3395,16356,6.993225098,1.451577425,4.817673206,11599,1102,0,1397,1960
LOC710317,38,0,0,7,2,0,0,0,2,36,0,0,0,0.9934210777,0.0005186067428,0.9856726574,0.0001395226136,39.75758362,0.04601348564,30,30,1.266666651,1.266666651,1,24,24,0,6,30
LOC710331,6,1,0,2,3,0,0,0,3,3,0,0,0,1,0,0.8499999928,0.1271482259,36.48888397,71.00904846,6,6,1,1,1,6,6,0,1,5
LOC710358,10793,948,0,9800,1878,0,8840,0,10718,75,0,181,0,0.979477464,0.004397166893,0.9833019737,0.004134934861,39.67559814,1.948204756,975,7396,11.06974316,1.459302306,7.585640907,5308,140,0,657,761
LOC710412,34,5,0,19,0,0,16,0,16,18,0,0,0,0.9852941176,0.007352941204,0.9415032618,0.01989006996,38.71600723,10.67292786,22,31,1.545454502,1.09677422,1.409090877,28,18,0,4,22
LOC710477,9,0,0,3,9,0,0,0,9,0,0,1,0,0.9629631042,0.001928997575,0.9950617684,3.429299613e-05,39.92097855,0.008781268261,7,7,1.285714269,1.285714269,1,5,5,0,2,7
LOC710487,7,0,0,7,7,0,0,0,7,0,0,0,0,1,0,0.9984127113,1.763639921e-05,39.97460175,0.004516080488,4,6,1.75,1.166666627,1.5,5,2,0,2,4
LOC710502,239,12,0,235,234,0,0,0,234,5,0,0,0,0.9839609775,0.004001703113,0.981682969,0.008792654611,39.62430954,4.960125446,35,180,6.82857132,1.327777743,5.142857075,139,6,0,29,35
LOC710516,10,5,0,4,10,0,0,0,10,0,0,4,0,0.9833333969,0.001234558527,0.9233333975,0.04648698866,38.00666809,33.79424286,3,6,3.333333254,1.666666627,2,5,1,0,2,3
LOC710527,91,4,0,91,69,0,22,0,91,0,0,0,0,0.9853479993,0.002715029288,0.9892552285,0.001993004,39.80341721,0.780376792,8,58,11.375,1.568965554,7.25,37,2,0,6,8
LOC710533,92,30,0,49,64,0,0,0,64,28,0,2,0,0.9628623572,0.009060453624,0.9805555846,0.005621010438,39.62366867,2.6219697,32,57,2.875,1.61403513,1.78125,34,16,0,15,31
LOC710558,90,49,0,64,90,0,0,0,90,0,0,0,0,0.9833333651,0.001903867116,0.9893827412,0.0008625634364,39.76641464,0.7754315734,31,62,2.903225899,1.451612949,2,41,12,0,19,30
LOC710583,18,2,0,1,18,0,0,0,18,0,0,0,0,0.9814815521,0.001270869048,0.9876543283,0.0003324492136,39.73826599,0.1609445363,16,18,1.125,1,1.125,18,14,0,2,16
LOC710595,23,17,0,19,23,0,0,0,23,0,0,0,0,0.9637680883,0.007465966512,0.9869565601,0.001073542051,39.77680969,0.3487462699,9,15,2.555555582,1.533333302,1.666666627,11,2,0,7,9
LOC710638,2,2,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,40,0,1,1,2,2,1,0,0,0,1,1
LOC710641,9,0,0,0,1,0,0,0,1,8,0,0,0,0.9814815521,0.001350298291,0.995061775,0.0001268836641,39.92098999,0.03247942403,8,8,1.125,1.125,1,7,7,0,1,8
LOC710642,1773,234,0,1521,534,0,1059,0,1593,180,0,105,0,0.9783794169,0.005183461122,0.9818324715,0.004545390606,39.64512253,2.109935999,294,1244,6.030612469,1.425241113,4.231292725,911,84,0,191,258
LOC710644,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0.6055554897,0.2938891351,31.43889999,140.5594635,2,2,1,1,1,2,2,0,0,2
